Название группы,Фраза (с минус-словами),Продуктивность,ID объявления,Заголовок,Текст,Ссылка
мрт в москве метро щелковская,"""мрт в москве метро щелковская""",2.5,2101705537,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт со скидкой у метро московская,мрт в москве метро щелковская,2.6,2101705537,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт со скидкой у метро московская,"""!мрт !в !москве !метро !щелковская""",2.5,2101705537,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт со скидкой у метро московская,"""!мрт !со !скидкой !у !метро !московская""",2.9,2101705538,МРТ со скидкой у метро в Москве,24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=1f39b7a501&utm_content=dev_{device_type}
мрт красносельский район,мрт со скидкой у метро московская,2.5,2101705538,МРТ со скидкой у метро в Москве,24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=1f39b7a501&utm_content=dev_{device_type}
мрт красносельский район,"""мрт со скидкой у метро московская""",2.9,2101705538,МРТ со скидкой у метро в Москве,24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=1f39b7a501&utm_content=dev_{device_type}
сделать мрт в районе ул лобненская,"""мрт красносельский район""",2.8,2101705539,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
сделать мрт в районе ул лобненская,"""!мрт !красносельский !район""",2.8,2101705539,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
сделать мрт в районе ул лобненская,сделать мрт в районе ул лобненская,1.8,2101705540,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт в бабушкинском районе,"""сделать мрт в районе ул лобненская""",1.8,2101705540,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт в бабушкинском районе,"""!сделать !мрт !в !районе !ул !лобненская""",1.8,2101705540,МРТ у метро в Москве от 2000₽,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=be97523396&utm_content=dev_{device_type}
мрт в бабушкинском районе,мрт в бабушкинском районе,7.7,2101705541,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в районе новослободской,"""!мрт !в !бабушкинском !районе""",2.9,2101705541,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в районе новослободской,"""мрт в бабушкинском районе""",2.9,2101705541,МРТ в Москве от 2000₽. Звоните!,24 часа. МРТ в день обращения. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=7f35591a28&utm_content=dev_{device_type}
мрт в районе новослободской,мрт в районе новослободской,4.9,2101705543,МРТ в районе Новослободской!,24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=11d5b8b473&utm_content=dev_{device_type}
мрт в красносельском районе,"""мрт в районе новослободской""",4.1,2101705543,МРТ в районе Новослободской!,24 часа. От 2 000₽. Консультация врача бесплатно. Без очередей.,https://awesome-site.ru/?utm_source=yandex&utm_medium=cpc&utm_campaign=11d5b8b473&utm_content=dev_{device_type}
